review_id,published_at,author,date,rating,text,pros,cons
0196803f-bf02-7a96-a21e-a65ccbc6bf61,1745913526,Сергей М.,изменен 29 апреля 2025,5,"пришла вовремя, без задержек, упаковка целая. мне и жене очень понравилась. Подключил к Вайфаю Ростелеком, можно через телефон раздачу сделать, все работает без запинок. Сверху переливается разными цветами. Хорошо реагирует на голос. Можно подключить Умный дом. Рекомендую 👍",,
0196801e-b815-7afe-9b2e-7fabb90070fd,1745906220,Екатерина С.,29 апреля 2025,5,Офигенная колонка. Даже не думали что она такая классная. Все очень довольны. Подключились как говорится за шесть секунд.,,
01967b57-c136-7c49-b784-db8a17a51c7f,1745826074,Юлия Б.,28 апреля 2025,5,"Колонка супер. настроили быстро. неделю работает пока претензий нет, а там посмотрим",,
01967a8f-137e-7d76-9584-1336af355fe6,1745812923,Олег К.,28 апреля 2025,5,"достойно Собранно ,звук прям очень неплохой-басит прям хорошо,середина и верха в меру хватает.кто будет брать и как соундбар к ТВ отлично.блютуз работает звук достойный прям.цена конечно приличная.Алиса работает больших проблем не возникло,включает все что нужно.Пока все хорошо .посмотрим как дальше будет работать",,
01967a3c-9adf-7876-8d57-3f6d33607fa4,1745807675,Бабанова Татьяна,28 апреля 2025,5,Покупкой очень довольна. Приехала быстро. Рекомендую,,
019677fe-323a-789d-98a7-ae4e1d49c810,1745769871,Пользователь предпочёл скрыть свои данные,27 апреля 2025,5,Отличная станция! Звук хороший,,
019673be-f9ca-7e6b-84a3-7552a9c71f4b,1745698618,Пользователь предпочёл скрыть свои данные,26 апреля 2025,5,работает. звук норм,,
01967367-3e93-7bfc-994d-f0a5c91b062c,1745692869,Николай К.,26 апреля 2025,5,классная,,
01967337-2791-771e-8529-9ae6ac3a1310,1745689717,Каролина Г.,26 апреля 2025,5,Все чудесно,,
01967120-f5da-7cd2-b7a3-506439ccbf66,1745654710,Пользователь предпочёл скрыть свои данные,26 апреля 2025,5,👍,,
019670ee-faa6-7403-be3a-75637209302e,1745651434,Виктория Р.,26 апреля 2025,4,"Добрый день!Умная колонка Алиса была куплена на подарок, очень понравилась!Но к сожалению через короткое время звучание стало не четким.Заводской брак!Обратились в поддержку! Очень благодарны ,что нам не отказали в возврате.Заказали другую, ждём с нетерпением !",,
0196705d-e32f-74c1-98b7-452370d6d15d,1745641924,Марина Ш.,26 апреля 2025,5,"Доставка во время 
Упаковка на отлично",,
0196704d-683c-73c4-9412-99b6d0d54ae9,1745640844,Любовь В.,26 апреля 2025,5,"супер колонка, чистый звук. рекомендую 👍 всем",,
01966d7f-6d7e-768b-b7d6-c4d35c816c30,1745593790,Максим Ш.,25 апреля 2025,5,"моя супруга в восторге, быстрая и шромкая.",,
01966881-8966-7bab-bdc8-d66b177b37f8,1745510043,Александр К.,24 апреля 2025,5,работает отлично,,
01966820-a741-744f-89cf-2d1964d09e83,1745503693,Элеонора В.,24 апреля 2025,5,"Хорошая девчонка, эта ваша Алиска 💅🏼👍🏼",,
01966810-5993-712c-bd80-d6e3954e11a2,1745502633,Алексей Л.,24 апреля 2025,5,супер штука,,
019666cf-5ccf-7d73-a55b-b8bc1afcb514,1745481588,Алексей К.,24 апреля 2025,5,Хорошая колонка,,
019663fb-a53e-7ce3-a757-f9aa56a80e55,1745439341,Александр Ч.,23 апреля 2025,5,Сын болтает с ней без умолку! Ну и хорошо,,
0196632f-b6bc-72b7-bde4-8afb6b95ab58,1745421505,Пользователь предпочёл скрыть свои данные,23 апреля 2025,5,красиво удобно практично,,
019662a4-8933-7dc9-b8c0-73afff727cc7,1745411674,Алексей М.,23 апреля 2025,5,"станция супер! очень довольны, рекомендую!!!",,
019661f5-4e8e-7782-bda3-1bab62856ef2,1745400190,Рустам к.,23 апреля 2025,5,"сыну понравилось
классная колонка",,
01966175-3b4f-7770-ac08-910aa8390b98,1745391795,Карина Б.,23 апреля 2025,5,"Хорошая станция, понравилась",,
019660ec-8d41-72fe-a642-a680d9def70b,1745382837,Пользователь предпочёл скрыть свои данные,23 апреля 2025,5,"Уже вторую покупаю, очень довольна 
Была мини вторая версия, а теперь такую решили взять. Звук чище и лучше
Такая же болтливая",,
01965f80-e1ca-7a49-ab10-a02888fc62d4,1745362525,Иван С.,23 апреля 2025,5,"Отличная колонка , незаменимая штука в доме и быту , особенно когда приходят гости",,
01965f5b-a635-7b64-aa2b-104cfe2c4dac,1745357509,Роман Т.,23 апреля 2025,5,"Очень понравилась колонка,хороший звук реагирует быстро. Пришла в заводской упаковке,со всеми наклейками и пломбами,видно что не вскрывалась,спасибо продавцу 👍👍👍",,
01965eb0-4d69-7cd9-a393-a2520cdd0458,1745345335,Дмитрий Ч.,22 апреля 2025,5,"Работает как Алиса, брал в подарок девушке. Пользуется уже месяц. Нареканий нет.",,
01965e8a-de23-7157-9722-95784278f9f1,1745342882,Максим А.,22 апреля 2025,5,Чуток расстроился из-за того что нету шдм входа,,
01965d5c-04b0-7732-bd7f-ca8a4c533c92,1745323040,Дмитрий К.,22 апреля 2025,5,Всё работает коробка целая пришло вовремя,,
01965cc2-5d76-7136-8b74-c09cec46e823,1745313045,Борис Зарецкий,22 апреля 2025,4,"Красивая, умная. Звук приемлемый, но звезд с неба не хватает. Ожидал, что будет намного громче для своих размеров. В целом о покупке не жалею, колонка стоит своих денег. Для первого опыта с Яндекс станцией не плохо, но вау эффекта я не испытал. Разъема 3,5 нет, так что к телевизору без блютуз не подключить. Если берёте в спальню для телевизора, будет...",,
0196580b-314e-7586-b3fc-d646db988353,1745233851,Виктор Ж.,21 апреля 2025,5,"Отличная колонка с динамиками по всем сторонам, звук хороший",,
01965781-d50e-7137-9ced-299d29637c90,1745224852,Валерия С.,21 апреля 2025,5,все чётко,,
019655be-6a51-79e8-bcae-69367f4981aa,1745211908,Елена Цой,21 апреля 2025,5,Просто супер!!! Удивила упаковка! Быстро разобрались! Все классно ! Работает!!!,,
019654b4-db06-7670-945c-4e878281e8cf,1745177861,Екатерина Т.,20 апреля 2025,5,"Хорошая колонка. Такую же дарили и тоже хорошо работает. Звук хороший, слышит далеко",,
01965365-72e3-74b5-9059-970d6265a2e7,1745155880,Кирилл К.,20 апреля 2025,5,"Приехала целая,подключилась и обновилась моментально,используем,все ок",,
01965335-982b-739b-b093-77d0f3bb2d29,1745152744,Пользователь предпочёл скрыть свои данные,20 апреля 2025,5,Супер!,,
019651bd-f2e5-776f-82f3-d253d3e4b857,1745128143,Евгений Б.,20 апреля 2025,1,"Пришла мятая,надорванная.Брал в подарок.В возврате озон отказал.",,
01964e48-6a51-7a5a-81c0-6167618e9f48,1745070091,Виктор Л.,19 апреля 2025,5,👍👍👍,,
01964deb-b108-7438-b3c2-018d486e7ddb,1745064016,Павел С.,19 апреля 2025,5,Супер.Покупайте.Жизнь заиграет другими красками с такой подружкой.,,
01964d16-8af5-706c-bee7-af18ebcd2e66,1745050047,Олеся Г.,19 апреля 2025,5,"Классная колонка. Заказали маме на ДР, мама довольна. Только разочаровала доставка. Пришла не в срок, было досадно. Хотелось подарить в сам до, но увы.",,
01964cc2-70ef-707d-83f4-deb5d526a912,1745044534,Роман П.,19 апреля 2025,5,"всё работает отлично, советую",,
019649c5-5d65-717d-bf93-fd0df2c3c0fd,1744994396,Виталий М.,18 апреля 2025,5,"колонка просто отличная,звук хороший",,
019649af-8759-7197-bcd3-8c036b852a27,1745317661,Илья В.,22 апреля 2025,4,Алиса иногда глупая,,
01964995-fbab-7770-a7f1-e7e6b5b7f8b3,1744991288,Николай Б.,18 апреля 2025,5,"Удачная покупка. Уловил за хороший прайс, пользуюсь как центром умного дома",,
01964716-7ecf-7b91-ac18-54692ef9966d,1744949518,Ольга,18 апреля 2025,5,"классная штука. пользуемся 4 месяца. все отлично. рекомендую к покупке. ребёнок доволен как слон, да и взрослые тоже)",,
01964522-25f4-72d6-bf4e-f57abbafe9e2,1744991623,Дмитрий,изменен 18 апреля 2025,4,"В первый месяц забавно, мой малыш даже пытается лучше разговаривать что б она его поняла, включить свет у него получалось а вот выключить нет, но! Продукт очень странный, без интернета не работает вообще ни чего, один ответ пропало соединение,у провайдера была авария и три дня, стояла бесполезной. Как колонка равна удачным моделям стоимостью в трёшку...",,
019643da-0e25-7d55-b1d6-89db5605c503,1744895088,Владимир Д.,17 апреля 2025,5,Замечательный товар,,
019642f2-1c7f-7d36-b364-02440e943f7a,1744879888,Екатерина Г.,17 апреля 2025,5,"работает хорошо вопросов нет, колонкой довольны",,
0196402e-d895-7aa2-a150-7b3f496d119f,1744833535,Артём М.,16 апреля 2025,5,Колонка как колонка. Разговаривает😂,,
01963fec-959a-7f3d-a9df-184b40c62ade,1744829193,Анастасия Ч.,16 апреля 2025,5,Порадовала(за 12 т.р.),,
01963e7b-54df-7857-8873-bc32d49d479b,1744804993,Евгений А.,16 апреля 2025,5,Отличная вещь рекомендую!,,
01963e60-cc7a-7a28-8532-947be2b1340e,1744803345,Вадим Б.,16 апреля 2025,3,"Коробка колонки оказалась с повреждениями. Сам Озон от своего же магазина нормально доставить не может (
Забрал, т.к. на следующий день дарить. Дополню отзыв, когда откроем коробку.",,
01963db4-3430-7a99-b7c7-94a147f15c46,1744791943,Рыбников Р.,16 апреля 2025,4,"Работает, обычная Алиса, не очень громкая",,
01963d46-d468-788c-8e37-a680e76a6988,1744784775,Мифодий Амбалов,16 апреля 2025,5,"Заказывал в подарок, теперь у сестрёнки каждый день играет любимая музыка. Всё работает, оригинал, рекомендую 👍",,
01963ce5-b65e-7072-ae76-46da32ab0226,1744778410,Василий Л.,16 апреля 2025,5,отличный девайс в доме,,
01963b20-d413-7953-b96a-7057fe953d04,1744748730,Елена М.,15 апреля 2025,5,"Отличная колонка, очень довольна покупкой. Хороший качественный звук, красивая. Всё как и хотелось. Спасибо продавцу.",,
01963b1c-d8cf-789c-922c-bb653f74393f,1744748470,Элеонора Федосеева,15 апреля 2025,1,Неисправен микрофон. Она меня не слышит.,,
01963adf-6465-76b8-912c-d374c11c67dd,1744744486,Slk,15 апреля 2025,5,"В моем доме не хватало Алисы, покупала по акции, в целом покупкой довольна.",,
019639ad-0a26-73af-869d-2ab4a4e5fa44,1744724390,Юлия К,15 апреля 2025,5,"Все работает, покупали на подарок родителям, все настроили, все целое, все отлично!",,
0196395a-c728-7b28-a1ed-7aa2f8e5f611,1744719022,Анна Е.,15 апреля 2025,5,"Покупала в подарок папе, ему очень понравилось! Классная, громкая! Все отлично)",,
01963890-8758-7e59-996f-d5fff85dd2c7,1744705719,Юрий М.,15 апреля 2025,5,работает неделю. дочка довольна.,,
01963814-69a9-7cae-b02b-85b62fc39e99,1744697585,Михаил В.,15 апреля 2025,4,"Звук не очень, однако свою задачу выполняет, очень удобная",,
01963768-16d9-76d3-9aa1-466fd414ba45,1744686291,Пользователь предпочёл скрыть свои данные,15 апреля 2025,4,"хорошая колонка, соседи довольны",,
01963691-6b11-7920-9eb6-968b2f58b084,1744672222,Сергей К.,15 апреля 2025,5,Работает Алиса нормально. Мощность звука хорошая.,,
019635ed-1ff1-7dec-9a55-be17f91c1b05,1744661474,Екатерина Г.,14 апреля 2025,5,Все отлично! Привезли курьером.,,
019635c7-b9a9-70df-b0b9-a3db83817c6f,1744659145,Яна Т.,14 апреля 2025,5,"Крутая! долго выбирала какую, ни капелки не пожалела, ребëнок счастлив🔥🔥🔥цвет тоже не могла определится, но в итоге не пожалела, что взяла светлую.. Она просто бомбическая💣🔥.. Легко установилась, работает от сети, при включении нужно подождать и закачать приложение умный дом Алиса.. К покупке рекомендую, не пожалеете!",,
019634f7-c493-7469-ad15-9ff67fb802d3,1744645548,Антон В.,14 апреля 2025,5,"Пришла в целости и сохранности, покупалась в подарок, поэтому состояние упаковки было важно.",,
01962fff-d01e-7bb6-8ec6-6f120ec32101,1744562109,Егор И.,13 апреля 2025,5,Ништяк,,
01962fe1-93cf-7b46-aca3-6fb38183c120,1744560237,Дмитрий В.,13 апреля 2025,5,"Все отлично, для квартиры в комнату самое то",,
01962fdf-fe8b-76c7-9717-eb5e95f6e416,1744560190,Ольга С.,изменен 13 апреля 2025,5,"Всё отлично. Работает цвет под плитку в кухне. Так как это вторая Алиса поэтому расскажу только одно на ней весь Дом. И без неё уже никак. Рекомендую, спасибо продавцу",,
01962f8b-ca4c-7a32-927a-3818243cba19,1744554534,Вадим А.,13 апреля 2025,5,"Все работает
Мама довольна",,
01962f66-2b81-7360-b57d-abf2762fbcf5,1744551948,Анастасия П.,13 апреля 2025,5,"Все целое, шустрая. Только от такого размера ожидали больше громкость",,
01962ef4-8319-7bdc-b9e4-6cd137145444,1744544501,Илья Е.,13 апреля 2025,5,"колонка хорошая, но Алиса работает т странно: спрашиваю про мультик о скунсах, говорит, что таких нет, говорю название мультика, рассказывает про него. и только после этого уже нормально на вопрос отвечает. и так далее в мелочах.",,
01962ecd-9e73-7a27-bbf9-67f6bef8d08b,1744541950,Мирзали Г.,13 апреля 2025,5,"пользуюсь уже месяца 3 если не больше, все прекрасно 👍доволен, буду брать Макс у вас же",,
01962e48-0345-7f08-9d18-c161e6585f67,1744533194,Наталия Г.,13 апреля 2025,3,"музыку ставит только ту, что есть на Яндекс. Музыке. Не запоминает ни имена, ни диалоги. А предложенные разработчиками платные функции - дети и умное общение - не работают. Не оставляйте с маленькими детьми наедине. Она может предложить воспользоваться ножом или выйти на улицу, а если ""родители не разрешают"", вызвать полицию. 

Изначальная задумка не...",,
01962c5a-ed47-7cc8-bbe9-3be8f06db83d,1744500879,Андрей Г.,13 апреля 2025,5,Прекрасная колонка ребенок готов ее в себя запихать,,
0196293d-9427-7062-935e-ba47eefb3c21,1744448624,Андрей,12 апреля 2025,5,Хороший товар !,,
0196287c-caaf-7460-b6f0-840f3e293ee6,1744435990,Марат Г.,12 апреля 2025,5,"Шустрая, умная, громкая",,
0196259e-c1f8-7b8e-a04d-06d09f1c5da2,1744387895,Зимцова Елизавета,11 апреля 2025,5,"Долго думала стоит ли покупать.. В итоге решилась и это незаменимая вещь !!! Так как у нас новорожденный ребенок, включаем постоянно : белый шум , развивашки , сказки , музыку … Не пожелала купив данную колонку , советую !",,
0196254b-a0c7-7aa1-b52d-c2d0780e6de8,1744382437,Пользователь предпочёл скрыть свои данные,11 апреля 2025,4,"Супер,очень нравится",,
0196246c-7947-71c8-b014-0f32bd205b2d,1744369108,Дмитрий Г.,11 апреля 2025,5,"Вообще вещь! Всем советую! Звук бомба, Алиса умничка!",,
01962432-2cc3-72ee-80de-af82c69c22e1,1744363991,Александр К.,11 апреля 2025,5,"Звучание хорошее,полгода уже работает",,
019620c0-d294-74d9-bde8-5f858c4fbbc4,1744306231,Артём К.,10 апреля 2025,5,оригинал,,
01961fa0-06a0-78e6-a6bc-275c32d52532,1744287305,Наталья К.,10 апреля 2025,5,"наша любимая колонка. звонкая, умная. мы довольны.",,
01961f5f-256f-794c-928a-440317a90c6c,1744283052,Илья Г.,10 апреля 2025,5,Оч классная,,
01961ef8-f7e4-7dcb-bd48-60f4d39ffecb,1744276724,Пользователь предпочёл скрыть свои данные,10 апреля 2025,5,"Колонка пришла в назначенный срок,цвет и вид соответствует карточке .Весь процесс распаковки сняла на видео -все удобно и понятно . На подарок идеальный вариант.До этого было Алиса Лайт -так что эту колонку подключить удалось очень быстро. Пока все идеально . К покупке рекомендую.",,
01961e3d-5a82-7344-a537-f2412df0edc8,1744264061,Владимир С.,10 апреля 2025,5,"Работает в паре с маленькой колонкой, отличный звук, качественное исполнение, прекрасно вписалась в интерьер дома",,
01961d1e-de83-71af-8925-63fe6dc111e5,1744245285,Татьяна Т.,10 апреля 2025,5,"Огонь
По другому не сказать",,
01961a9d-65b5-75af-847a-42a40fec917c,1744203245,Анастасия С.,9 апреля 2025,5,Подарок ребенку супер! Спасибо!,,
01961a6b-cee8-7571-be0b-9443dcf74bc0,1744199996,Юрий М.,9 апреля 2025,5,все рада и довольны всё работает,,
01961945-8667-77af-a592-2b31f21ea72c,1744180709,Дарья К.,9 апреля 2025,5,"Покупаем уже вторую станцию, первую брали домой, вторую подарили маме. Алиса как всегда на высоте, очень классный цвет, в интерьер подошёл просто отлично.
Все пришло в надёжной упаковке, целое. Оригинал! Все отлично работает.",,
019616f0-7801-7c42-a805-0d71b843bf1f,1744141581,Вера М.,8 апреля 2025,5,"Колонка хорошая! Коробка не вскрыта, но чуть помят угол. На целостность конечно не повлияло!",,
01961646-c6ed-7d11-ba79-00a0e66c7dac,1744130462,Nigora J.,8 апреля 2025,5,Класс☺️,,
019615bb-3067-736d-bbe5-b8661cf47384,1744121312,Джора Г.,8 апреля 2025,5,"маме очень понравилась,сам не слушал ее",,
0196159a-0007-7bee-b2db-871daee1fe3c,1744119137,Наталья Ш.,8 апреля 2025,5,"покупкой довольна, отличная колонка",,
019614d2-afc7-7d44-97ad-27dd54d54137,1744106081,Денис А.,8 апреля 2025,5,"Алиса , новый друг в семье)) музыка на высоте, фильмы с акустикой,в новой подставочке за 350 ₽ смотрится ещё более органично)",,
019614be-200a-7e7c-9839-ed459f354623,1744104728,Ольга Б.,8 апреля 2025,5,Крутая колонка! Давно надо было приобрести!,,
01960fe1-cdc8-7285-90c7-a7c6ac612a28,1744023179,Антонина С.,7 апреля 2025,5,"сын подарил на 8марта, очень довольна, рекомендую!!!",,
01960ee1-b9b1-7b08-812c-7b775504da13,1744006399,Артур Г.,7 апреля 2025,5,"Все хорошо
Работает исправно!",,
01960c4c-8732-702e-87ef-840e633f2439,1743963287,Роман Л.,6 апреля 2025,1,"я очень расстроена ,не могли включить колонку ,выяснилось не исправна зарядка .Не советую делать покупки через озон .",,
01960c3a-4d0e-7f20-a819-83847202dd31,1743961872,Дарина Барилко Б.,6 апреля 2025,5,"кайфую с Алисой ,она моя помощница во всем ,очень удобно когда грязные руки или некогда бежать смотреть время .",,
01960bf5-760b-7984-a20c-58ef2df80282,1743957359,Galiev I.,6 апреля 2025,5,"Иногда подтупливает, как и я",,
01960ba6-75d6-73ed-94d0-a930a59e12ca,1743952181,Антон Т.,6 апреля 2025,5,Отличная колонка. Дети ей покоя не дают сутками,,
01960b3a-457e-7a9d-964c-c36ca52087e6,1743945091,Евгений Н.,6 апреля 2025,5,хорошая умная колонка. единственный минус не работает без шнура питания.. думали ято хоть какая то батарея присутствует,,
019609e4-a3a4-7c4f-8ab4-4bcb436d4e22,1743922702,Марина К.,6 апреля 2025,5,осталась довольной,,
0196059a-897b-719b-9e60-87d54bc91de9,1743850736,Нина Х.,5 апреля 2025,5,"Колонка пришла вовремя. Упаковка заводская. Все очень хорошо. Подключили сразу. Звук отличный. Умница, команды выполняет, поет, сказки рассказывает. Мы очень довольны покупкой. Компактная, поставить можно в любое место.",,
